,school,rating,type,students,grades,city,zip,state,zipcode,returns,single_returns,joint_returns,hoh_returns,agi,total_income,educator_expense_amount,returns_itemized,charitable_contributions
2640,Colden Elementary School,4,Public district,182, K-5, Colden,14033,NY,14033.0,1190.0,560.0,550.0,70.0,91150.0,92342.0,12.0,530.0,1107.0
2641,Groton Elementary School,4,Public district,416, PK-5, Groton,13073,NY,13073.0,3040.0,1460.0,1240.0,310.0,165633.0,167937.0,20.0,790.0,1687.0
2642,Groton High School,4,Public district,441, 6-12, Groton,13073,NY,13073.0,3040.0,1460.0,1240.0,310.0,165633.0,167937.0,20.0,790.0,1687.0
2643,Guilderland Elementary School,4,Public district,535, K-5, Guilderland,12084,NY,12084.0,2290.0,1130.0,920.0,180.0,177417.0,179800.0,14.0,720.0,2171.0
2644,Hammond Central School,4,Public district,277, PK-12, Hammond,13646,NY,13646.0,880.0,400.0,370.0,90.0,41670.0,42513.0,9.0,160.0,314.0
2645,Hampton Bays Elementary School,4,Public district,713, K-4, Hampton Bays,11946,NY,11946.0,7630.0,3980.0,2580.0,890.0,562901.0,572931.0,60.0,3080.0,8326.0
2646,Hancock Junior Senior High School,4,Public district,210, 5-12, Hancock,13783,NY,13783.0,1000.0,500.0,360.0,130.0,45854.0,46581.0,5.0,190.0,481.0
2647,Kenney Middle School,4,Public district,417, 5-8, Hannibal,13074,NY,13074.0,1850.0,830.0,770.0,250.0,90713.0,91315.0,8.0,390.0,530.0
2648,Hannibal High School,4,Public district,439, 9-12, Hannibal,13074,NY,13074.0,1850.0,830.0,770.0,250.0,90713.0,91315.0,8.0,390.0,530.0
2649,Harpursville Junior Senior High School,4,Public district,375, 7-12, Harpursville,13787,NY,13787.0,1490.0,650.0,610.0,190.0,64997.0,65608.0,6.0,240.0,398.0
2650,Harrisville Junior Senior High School,4,Public district,197, 7-12, Harrisville,13648,NY,13648.0,960.0,430.0,420.0,100.0,48907.0,49259.0,9.0,180.0,221.0
2651,Haverstraw Elementary School,4,Public district,611, 4-6, Haverstraw,10927,NY,10927.0,6140.0,3150.0,1290.0,1580.0,263917.0,266587.0,24.0,1370.0,3296.0
2652,Stony Point Elementary School,4,Public district,654, K-3, Stony Point,10980,NY,10980.0,7110.0,3480.0,2640.0,820.0,613836.0,619669.0,93.0,3500.0,10142.0
2653,Willow Grove Middle School,4,Public district,661, 4-6, Thiells,10984,NY,10984.0,1330.0,600.0,540.0,170.0,112449.0,113373.0,22.0,760.0,1964.0
2654,Fulton School,4,Public district,569, 1-5, Hempstead,11550,NY,11550.0,29230.0,15490.0,4850.0,8350.0,1257618.0,1267181.0,130.0,8060.0,24025.0
2655,Buchanan Verplanck Elementary School,4,Public district,339, K-5, Buchanan,10511,NY,10511.0,1170.0,530.0,460.0,130.0,94626.0,95313.0,15.0,540.0,1422.0
2656,Herkimer High School,4,Public district,465, 7-12, Herkimer,13350,NY,13350.0,3910.0,2040.0,1310.0,510.0,181807.0,183961.0,28.0,680.0,1336.0
2657,Herkimer Elementary School,4,Public district,622, PK-6, Herkimer,13350,NY,13350.0,3910.0,2040.0,1310.0,510.0,181807.0,183961.0,28.0,680.0,1336.0
2658,Hermon Dekalb Central School,4,Public district,407, PK-12, De Kalb Junction,13630,NY,13630.0,520.0,220.0,220.0,70.0,22759.0,22980.0,0.0,70.0,71.0
2659,Highland Middle School,4,Public district,399, 6-8, Highland,12528,NY,12528.0,6950.0,3490.0,2500.0,800.0,476320.0,481625.0,85.0,2800.0,5805.0
2660,Highland Falls Intermediate School,4,Public district,329, 3-8, Highland Falls,10928,NY,10928.0,2260.0,1220.0,640.0,380.0,131279.0,132271.0,20.0,700.0,1843.0
2661,Holley Junior Senior High School,4,Public district,448, 7-12, Holley,14470,NY,14470.0,3750.0,1810.0,1430.0,400.0,183260.0,184924.0,20.0,960.0,1808.0
2662,Homer Intermediate School,4,Public district,428, 3-5, Homer,13077,NY,13077.0,3310.0,1620.0,1230.0,400.0,197417.0,199723.0,36.0,940.0,2365.0
2663,Hoosick Falls Elementary School,4,Public district,597, PK-6, Hoosick Falls,12090,NY,12090.0,2700.0,1290.0,990.0,380.0,145422.0,146912.0,16.0,740.0,1363.0
2664,Hornell Intermediate School,4,Public district,366, 4-6, Hornell,14843,NY,14843.0,5640.0,2820.0,1970.0,750.0,273312.0,276337.0,60.0,840.0,2219.0
2665,Center Street School,4,Public district,364, PK-4, Horseheads,14845,NY,14845.0,10150.0,4690.0,4290.0,950.0,706761.0,715499.0,87.0,3050.0,12077.0
2666,Hudson Junior Senior High School,4,Public district,504, 9-12, Hudson,12534,NY,12534.0,7760.0,4180.0,2300.0,1060.0,422288.0,429023.0,39.0,1960.0,4701.0
2667,Hudson Falls High School,4,Public district,652, 9-12, Hudson Falls,12839,NY,12839.0,6380.0,3340.0,2000.0,910.0,277248.0,280115.0,33.0,1250.0,1774.0
2668,Hudson Falls Intermediate School,4,Public district,341, 4-6, Hudson Falls,12839,NY,12839.0,6380.0,3340.0,2000.0,910.0,277248.0,280115.0,33.0,1250.0,1774.0
2669,Washington School,4,Public district,408, K-4, Huntington Station,11746,NY,11746.0,34150.0,16450.0,12760.0,4310.0,3593339.0,3653923.0,346.0,16510.0,58251.0
2670,Woodhull Intermediate School,4,Public district,464, 5-6, Huntington,11743,NY,11743.0,22470.0,11150.0,9020.0,1800.0,3924238.0,3995165.0,284.0,13180.0,63467.0
2671,Franklin D Roosevelt Senior High School,4,Public district,"1,227", 9-12, Staatsburg,12580,NY,12580.0,1880.0,920.0,780.0,160.0,159984.0,162132.0,19.0,860.0,3029.0
2672,Haviland Middle School,4,Public district,823, 6-8, Hyde Park,12538,NY,12538.0,6820.0,3530.0,2420.0,740.0,438851.0,443879.0,56.0,2590.0,6443.0
2673,Seneca School,4,Public district,170, K-3, Rochester,14617,NY,14617.0,12300.0,6200.0,4590.0,1250.0,782001.0,793421.0,184.0,5030.0,13588.0
2674,Maud S Sherwood Elementary School,4,Public district,315, 2-5, Islip,11751,NY,11751.0,7950.0,4120.0,2810.0,840.0,713845.0,721220.0,137.0,4120.0,10798.0
2675,Lehman Alternative Community School,4,Public district,304, 6-12, Ithaca,14850,NY,14850.0,22800.0,12910.0,7720.0,1680.0,1882141.0,1915672.0,154.0,8030.0,40301.0
2676,Caroline Elementary School,4,Public district,341, PK-5, Slaterville Springs,14881,NY,14881.0,130.0,70.0,40.0,0.0,6584.0,6627.0,0.0,30.0,0.0
2677,Fall Creek Elementary School,4,Public district,228, K-5, Ithaca,14850,NY,14850.0,22800.0,12910.0,7720.0,1680.0,1882141.0,1915672.0,154.0,8030.0,40301.0
2678,Carlyle C Ring Elementary School,4,Public district,419, PK-4, Jamestown,14701,NY,14701.0,16250.0,8050.0,5340.0,2580.0,697147.0,707021.0,130.0,2400.0,7708.0
2679,Abraham Lincoln Elementary School,4,Public district,440, PK-4, Jamestown,14701,NY,14701.0,16250.0,8050.0,5340.0,2580.0,697147.0,707021.0,130.0,2400.0,7708.0
2680,Milton J Fletcher Elementary School,4,Public district,551, PK-4, Jamestown,14701,NY,14701.0,16250.0,8050.0,5340.0,2580.0,697147.0,707021.0,130.0,2400.0,7708.0
2681,Persell Middle School,4,Public district,459, 5-8, Jamestown,14701,NY,14701.0,16250.0,8050.0,5340.0,2580.0,697147.0,707021.0,130.0,2400.0,7708.0
2682,Jefferson Central School,4,Public district,224, PK-12, Jefferson,12093,NY,12093.0,700.0,330.0,280.0,70.0,34369.0,34747.0,0.0,180.0,241.0
2683,Terryville Road School,4,Public district,479, 3-5, Port Jefferson Station,11776,NY,11776.0,12420.0,6110.0,4380.0,1630.0,877501.0,885912.0,152.0,5780.0,12990.0
2684,Johnson City Middle School,4,Public district,547, 6-8, Johnson City,13790,NY,13790.0,8490.0,4610.0,2550.0,1150.0,392462.0,397143.0,46.0,1570.0,3758.0
2685,Ben Franklin Middle School,4,Public district,655, 5-7, Buffalo,14223,NY,14223.0,12350.0,6670.0,4330.0,1110.0,701434.0,709248.0,127.0,4150.0,8347.0
2686,Holmes Elementary School,4,Public district,301, K-4, Tonawanda,14150,NY,14150.0,21920.0,12100.0,7360.0,2010.0,1115161.0,1130322.0,145.0,5860.0,11874.0
2687,George Washington School,4,Public district,390, PK-4, Kingston,12401,NY,12401.0,16620.0,8920.0,4750.0,2630.0,904045.0,917930.0,138.0,4680.0,11017.0
2688,Ernest C Myer School,4,Public district,216, K-4, Hurley,12443,NY,12443.0,2020.0,940.0,870.0,170.0,159035.0,161132.0,31.0,900.0,2237.0
2689,J Watson Bailey Middle School,4,Public district,"1,049", 5-8, Kingston,12401,NY,12401.0,16620.0,8920.0,4750.0,2630.0,904045.0,917930.0,138.0,4680.0,11017.0
2690,Kingston High School,4,Public district,"1,903", 9-12, Kingston,12401,NY,12401.0,16620.0,8920.0,4750.0,2630.0,904045.0,917930.0,138.0,4680.0,11017.0
2691,E R Crosby Elementary School,4,Public district,325, K-4, Lake Katrine,12449,NY,12449.0,1630.0,840.0,540.0,200.0,86637.0,87262.0,12.0,440.0,952.0
2692,M Clifford Miller Middle School,4,Public district,847, 5-8, Lake Katrine,12449,NY,12449.0,1630.0,840.0,540.0,200.0,86637.0,87262.0,12.0,440.0,952.0
2693,C Grant Grimshaw School,4,Public district,375, PK-6, LaFayette,13084,NY,13084.0,2210.0,1040.0,930.0,220.0,158433.0,160979.0,18.0,760.0,1741.0
2694,John T Waugh Elementary School,4,Public district,354, K-5, Angola,14006,NY,14006.0,4750.0,2500.0,1690.0,490.0,251946.0,254397.0,26.0,1310.0,2339.0
2695,Lansingburgh Senior High School,4,Public district,706, 9-12, Troy,12182,NY,12182.0,7230.0,3890.0,1980.0,1230.0,354336.0,357326.0,27.0,1800.0,3260.0
2696,Lawrence Middle School,4,Public district,585, 6-8, Lawrence,11559,NY,11559.0,3880.0,1780.0,1700.0,300.0,1089530.0,1110691.0,36.0,2060.0,86251.0
2697,Lawrence Senior High School,4,Public district,940, 9-12, Cedarhurst,11516,NY,11516.0,3280.0,1370.0,1540.0,280.0,497113.0,506686.0,50.0,1680.0,28334.0
2698,North Rose Wolcott High School,4,Public district,347, 9-12, Wolcott,14590,NY,14590.0,2290.0,1110.0,860.0,290.0,109305.0,110681.0,13.0,440.0,1070.0
2699,North Rose Wolcott Middle School,4,Public district,368, 5-8, Wolcott,14590,NY,14590.0,2290.0,1110.0,860.0,290.0,109305.0,110681.0,13.0,440.0,1070.0
2700,Benton Hall Academy,4,Public district,527, K-5, Little Falls,13365,NY,13365.0,3760.0,1810.0,1400.0,490.0,190909.0,193554.0,32.0,630.0,1285.0
2701,Little Falls High School,4,Public district,324, 9-12, Little Falls,13365,NY,13365.0,3760.0,1810.0,1400.0,490.0,190909.0,193554.0,32.0,630.0,1285.0
2702,Elmcrest Elementary School,4,Public district,445, K-6, Liverpool,13090,NY,13090.0,15650.0,7820.0,5800.0,1710.0,988391.0,1000089.0,184.0,5730.0,14335.0
2703,Long Branch Elementary School,4,Public district,376, K-6, Liverpool,13090,NY,13090.0,15650.0,7820.0,5800.0,1710.0,988391.0,1000089.0,184.0,5730.0,14335.0
2704,Morgan Road Elementary School,4,Public district,493, K-6, Liverpool,13090,NY,13090.0,15650.0,7820.0,5800.0,1710.0,988391.0,1000089.0,184.0,5730.0,14335.0
2705,Nate Perry Elementary School,4,Public district,435, K-6, Liverpool,13088,NY,13088.0,11920.0,6670.0,3770.0,1260.0,654422.0,662269.0,96.0,3600.0,7877.0
2706,Soule Road Elementary School,4,Public district,408, K-6, Liverpool,13090,NY,13090.0,15650.0,7820.0,5800.0,1710.0,988391.0,1000089.0,184.0,5730.0,14335.0
2707,Willow Field Elementary School,4,Public district,414, K-6, Liverpool,13090,NY,13090.0,15650.0,7820.0,5800.0,1710.0,988391.0,1000089.0,184.0,5730.0,14335.0
2708,Emmet Belknap Intermediate School,4,Public district,677, 5-6, Lockport,14094,NY,14094.0,25000.0,12490.0,9190.0,2780.0,1361877.0,1377301.0,212.0,6820.0,17876.0
2709,North Park Junior High School,4,Public district,643, 7-8, Lockport,14094,NY,14094.0,25000.0,12490.0,9190.0,2780.0,1361877.0,1377301.0,212.0,6820.0,17876.0
2710,Roy Kelley Elementary School,4,Public district,461, K-4, Lockport,14094,NY,14094.0,25000.0,12490.0,9190.0,2780.0,1361877.0,1377301.0,212.0,6820.0,17876.0
2711,Lyons Senior High School,4,Public district,246, 9-12, Lyons,14489,NY,14489.0,3170.0,1550.0,1130.0,460.0,142320.0,143421.0,17.0,470.0,979.0
2712,Madison Central School,4,Public district,474, PK-12, Madison,13402,NY,13402.0,650.0,310.0,270.0,70.0,30983.0,31380.0,0.0,100.0,175.0
2713,Madrid Waddington Elementary School,4,Public district,329, PK-5, Madrid,13660,NY,13660.0,850.0,380.0,370.0,100.0,41283.0,41742.0,0.0,150.0,225.0
2714,Malone Middle School,4,Public district,545, 6-8, Malone,12953,NY,12953.0,4770.0,2270.0,1740.0,710.0,245674.0,249087.0,57.0,830.0,1932.0
2715,Mamaroneck Avenue School,4,Public district,724, K-5, Mamaroneck,10543,NY,10543.0,9730.0,4590.0,3860.0,1080.0,1833028.0,1860877.0,113.0,4860.0,72259.0
2716,William Appleby Elementary School,4,Public district,422, PK-6, Marathon,13803,NY,13803.0,1920.0,870.0,790.0,220.0,88911.0,89791.0,15.0,330.0,565.0
2717,Marathon High School,4,Public district,286, 7-12, Marathon,13803,NY,13803.0,1920.0,870.0,790.0,220.0,88911.0,89791.0,15.0,330.0,565.0
2718,Maryvale Intermediate School,4,Public district,466, 3-5, Buffalo,14225,NY,14225.0,18030.0,10200.0,5160.0,2240.0,817411.0,825372.0,86.0,4060.0,7290.0
2719,William Floyd High School,4,Public district,"2,745", 9-12, Mastic Beach,11951,NY,11951.0,6410.0,3260.0,1790.0,1240.0,325699.0,328144.0,34.0,2340.0,4558.0
2720,William Floyd Elementary School,4,Public district,746, K-5, Shirley,11967,NY,11967.0,12930.0,6290.0,4290.0,2090.0,755783.0,761124.0,91.0,5470.0,11050.0
2721,Mayfield Elementary School,4,Public district,509, PK-6, Mayfield,12117,NY,12117.0,1530.0,750.0,570.0,190.0,82674.0,83347.0,11.0,340.0,623.0
2722,Mcgraw Elementary School,4,Public district,273, PK-5, McGraw,13101,NY,13101.0,1230.0,560.0,450.0,180.0,56470.0,56940.0,0.0,220.0,330.0
2723,Mexico Middle School,4,Public district,599, 5-8, Mexico,13114,NY,13114.0,2980.0,1330.0,1220.0,400.0,170872.0,172664.0,27.0,810.0,1489.0
2724,Mexico Elementary School,4,Public district,355, PK-4, Mexico,13114,NY,13114.0,2980.0,1330.0,1220.0,400.0,170872.0,172664.0,27.0,810.0,1489.0
2725,Hawkins Path School,4,Public district,285, 1-5, Selden,11784,NY,11784.0,12540.0,6210.0,4460.0,1610.0,782094.0,787802.0,106.0,5640.0,11724.0
2726,Jericho Elementary School,4,Public district,383, 1-5, Centereach,11720,NY,11720.0,14830.0,7350.0,5600.0,1520.0,1091902.0,1101190.0,157.0,7220.0,17973.0
2727,Oxhead Road School,4,Public district,411, 1-5, Centereach,11720,NY,11720.0,14830.0,7350.0,5600.0,1520.0,1091902.0,1101190.0,157.0,7220.0,17973.0
2728,C E Walters School,4,Public district,746, K-4, Yaphank,11980,NY,11980.0,2520.0,1310.0,850.0,300.0,188534.0,190450.0,36.0,1240.0,2817.0
2729,Coram Elementary School,4,Public district,"1,101", K-4, Coram,11727,NY,11727.0,14890.0,7600.0,4590.0,2330.0,967448.0,974813.0,129.0,6580.0,15608.0
2730,Ridge Elementary School,4,Public district,734, K-4, Ridge,11961,NY,11961.0,7090.0,3710.0,2650.0,600.0,469939.0,473375.0,72.0,3330.0,7541.0
2731,Longwood Middle School,4,Public district,"1,525", 5-6, Middle Island,11953,NY,11953.0,6830.0,3530.0,2120.0,1030.0,431237.0,434809.0,62.0,3070.0,7105.0
2732,Middleburgh Elementary School,4,Public district,385, PK-6, Middleburgh,12122,NY,12122.0,1930.0,960.0,710.0,220.0,97814.0,98834.0,11.0,480.0,790.0
2733,Middletown High School,4,Public district,"2,158", 9-12, Middletown,10940,NY,10940.0,24810.0,12000.0,6820.0,5440.0,1368193.0,1380119.0,165.0,8300.0,20210.0
2734,Monhagen Middle School,4,Public district,811, 6-8, Middletown,10940,NY,10940.0,24810.0,12000.0,6820.0,5440.0,1368193.0,1380119.0,165.0,8300.0,20210.0
2735,Maple Hill Elementary School,4,Public district,"1,105", K-5, Middletown,10940,NY,10940.0,24810.0,12000.0,6820.0,5440.0,1368193.0,1380119.0,165.0,8300.0,20210.0
2736,Sound Beach School,4,Public district,567, 3-5, Miller Place,11764,NY,11764.0,6510.0,2920.0,2930.0,460.0,701437.0,710934.0,154.0,3790.0,10416.0
2737,Minerva Central School,4,Public district,102, PK-12, Minerva,12857,NY,12857.0,260.0,100.0,120.0,30.0,13549.0,13645.0,0.0,50.0,92.0
2738,Millard Fillmore Elementary School,4,Public district,464, PK-5, Moravia,13118,NY,13118.0,2350.0,1050.0,980.0,300.0,123084.0,124648.0,16.0,530.0,986.0
2739,Edward R Andrews Elementary School,4,Public district,303, PK-5, Hamilton,13346,NY,13346.0,1920.0,940.0,790.0,130.0,153888.0,156808.0,17.0,740.0,3201.0
2740,Mount Morris Middle/Senior High School,4,Public district,233, 7-12, Mount Morris,14510,NY,14510.0,2220.0,1080.0,750.0,340.0,97908.0,98737.0,12.0,390.0,834.0
2741,Mount Morris Elementary School,4,Public district,344, PK-6, Mount Morris,14510,NY,14510.0,2220.0,1080.0,750.0,340.0,97908.0,98737.0,12.0,390.0,834.0
2742,Columbus School At The Franko Building,4,Public district,521, PK-6, Mount Vernon,10552,NY,10552.0,11100.0,5840.0,2670.0,2220.0,879023.0,889606.0,126.0,5260.0,18727.0
2743,Holmes School,4,Public district,394, PK-6, Mount Vernon,10553,NY,10553.0,5940.0,2870.0,870.0,2030.0,305381.0,307187.0,52.0,2120.0,8530.0
2744,Pennington School,4,Public district,366, PK-8, Mount Vernon,10552,NY,10552.0,11100.0,5840.0,2670.0,2220.0,879023.0,889606.0,126.0,5260.0,18727.0
2745,Grimes School,4,Public district,387, K-6, Mount Vernon,10550,NY,10550.0,19540.0,9400.0,2690.0,6970.0,779713.0,784821.0,104.0,4840.0,16287.0
2746,Longfellow Middle School,4,Public district,583, 6-9, Mount Vernon,10550,NY,10550.0,19540.0,9400.0,2690.0,6970.0,779713.0,784821.0,104.0,4840.0,16287.0
2747,Naples Elementary School,4,Public district,375, PK-6, Naples,14512,NY,14512.0,2260.0,1070.0,970.0,190.0,135544.0,137727.0,19.0,600.0,1600.0
2748,Bardonia Elementary School,4,Public district,404, K-5, Nanuet,10954,NY,10954.0,12520.0,6270.0,4360.0,1570.0,1071259.0,1082331.0,160.0,6190.0,18139.0
2749,New Lebanon Junior Senior High School,4,Public district,212, 7-12, New Lebanon,12125,NY,12125.0,760.0,420.0,250.0,80.0,44877.0,45323.0,7.0,200.0,514.0
2750,New Paltz Middle School,4,Public district,509, 6-8, New Paltz,12561,NY,12561.0,7270.0,3940.0,2500.0,660.0,559927.0,570564.0,117.0,3180.0,11201.0
2751,Columbus Elementary School,4,Public district,802, K-5, New Rochelle,10801,NY,10801.0,18720.0,9270.0,5510.0,3480.0,1343074.0,1357682.0,168.0,6550.0,26572.0
2752,Jefferson Elementary School,4,Public district,556, K-5, New Rochelle,10805,NY,10805.0,9250.0,5030.0,2460.0,1520.0,650985.0,659282.0,79.0,3350.0,11304.0
2753,New Rochelle High School,4,Public district,"3,485", 9-12, New Rochelle,10801,NY,10801.0,18720.0,9270.0,5510.0,3480.0,1343074.0,1357682.0,168.0,6550.0,26572.0
2754,Is 218 Salome Urena,4,Public district,173, 6-8, New York,10040,NY,10040.0,21620.0,12800.0,3680.0,4680.0,989642.0,1001852.0,124.0,5080.0,10022.0
2755,Ps 178 Dr Selman Waksman,4,Public district,437, K-5, Bronx,10475,NY,10475.0,23050.0,12930.0,3050.0,6410.0,1127158.0,1132568.0,152.0,8070.0,28520.0
2756,Ps 279 Capt Manuel Rivera Jr,4,Public district,"1,087", K-8, Bronx,10453,NY,10453.0,38520.0,19590.0,4480.0,13950.0,1053498.0,1062441.0,103.0,5470.0,12813.0
2757,Ps 5 Ellen Lurie,4,Public district,593, PK-5, New York,10040,NY,10040.0,21620.0,12800.0,3680.0,4680.0,989642.0,1001852.0,124.0,5080.0,10022.0
2758,Is 528 Bea Fuller Rodgers School,4,Public district,226, 6-8, New York,10033,NY,10033.0,27200.0,16410.0,4600.0,5660.0,1294407.0,1313615.0,158.0,6390.0,15322.0
2759,High School for Health Professions & Human Services,4,Public district,"1,817", 9-12, New York,10003,NY,10003.0,28950.0,22020.0,5340.0,870.0,8764798.0,8866747.0,81.0,18060.0,362239.0
2760,High School Of Economics And Finance,4,Public district,750, 9-12, New York,10006,NY,10006.0,2470.0,1790.0,510.0,90.0,493656.0,501831.0,0.0,1550.0,4702.0
2761,Frederick Douglass Academy,4,Public district,"1,360", 6-12, New York,10001,NY,10001.0,15340.0,11080.0,2700.0,1170.0,2785807.0,2820411.0,46.0,8190.0,55721.0
2762,"Science Skills Center High School for Science, Tech and Creative Arts",4,Public district,557, 9-12, Brooklyn,11201,NY,11201.0,33550.0,20950.0,9290.0,2350.0,6976637.0,7085009.0,155.0,20650.0,112414.0
2763,Ps 37 Multiple Intelligence School,4,Public district,647, K-8, Bronx,10463,NY,10463.0,34270.0,18110.0,7600.0,7670.0,2286185.0,2312590.0,367.0,12290.0,51438.0
2764,Ps 306,4,Public district,695, K-5, Bronx,10453,NY,10453.0,38520.0,19590.0,4480.0,13950.0,1053498.0,1062441.0,103.0,5470.0,12813.0
2765,Ps 8 Luis Belliard,4,Public district,527, PK-5, New York,10032,NY,10032.0,29450.0,18750.0,3890.0,6310.0,1204675.0,1220621.0,131.0,6010.0,13019.0
2766,Repertory Company High School for Theatre Arts,4,Public district,242, 9-12, New York,10036,NY,10036.0,18920.0,13910.0,3320.0,1130.0,5666105.0,5718183.0,57.0,9810.0,143019.0
2767,Newcomers High School,4,Public district,887, 9-12, Queens,11101,NY,11101.0,20950.0,13050.0,4750.0,2550.0,1929483.0,1950293.0,80.0,8600.0,16083.0
2768,Art and Design High School,4,Public district,"1,445", 9-12, New York,10022,NY,10022.0,20230.0,13200.0,5570.0,650.0,12031917.0,12169071.0,50.0,14410.0,774562.0
2769,Fort Hamilton High School,4,Public district,"4,580", 9-12, Brooklyn,11209,NY,11209.0,34340.0,18770.0,10920.0,3710.0,2660959.0,2695383.0,368.0,13530.0,36022.0
2770,Jhs 131 Albert Einstein,4,Public district,454, 6-8, Bronx,10473,NY,10473.0,28490.0,14360.0,3590.0,10020.0,1145015.0,1151489.0,147.0,7650.0,21370.0
2771,Jhs 78 Roy H Mann,4,Public district,563, 6-8, Brooklyn,11234,NY,11234.0,43010.0,20320.0,11530.0,9950.0,2858693.0,2886964.0,499.0,19460.0,69450.0
2772,James Madison High School,4,Public district,"3,655", 9-12, Brooklyn,11229,NY,11229.0,37000.0,17390.0,13640.0,5230.0,2312161.0,2345131.0,300.0,11700.0,62388.0
2773,New Dorp High School,4,Public district,"3,046", 9-12, Staten Island,10306,NY,10306.0,27370.0,12900.0,10390.0,3510.0,2118227.0,2137092.0,314.0,13000.0,35460.0
